Image_Name,Inference_Time_Seconds,Features_Count
2024-07-10_15-38-54,0.010135,451
2024-07-10_15-51-21,0.010143,328
2024-07-11_14-04-22,0.010136,540
2024-07-11_14-17-59,0.01015,339
2024-07-10_15-52-37,0.010184,288
2024-07-10_15-50-55,0.010182,319
2024-07-10_15-48-15,0.010184,324
2024-07-10_15-43-03,0.01018,319
2024-07-11_14-15-08,0.01022,400
2024-07-11_14-13-51,0.010164,441
2024-07-11_14-18-28,0.010181,378
2024-07-10_15-41-46,0.01015,405
2024-07-11_14-03-31,0.010139,490
2024-07-11_14-16-32,0.014971,426
2024-07-11_14-14-24,0.010126,406
2024-07-10_15-40-03,0.01012,507
2024-07-10_15-51-48,0.010137,316
2024-07-10_15-52-36,0.010132,283
2024-07-10_15-43-56,0.010138,355
2024-07-11_14-12-14,0.010173,472
2024-07-11_14-19-12,0.010136,351
2024-07-10_15-44-58,0.010142,372
2024-07-11_14-02-35,0.01017,580
2024-07-11_14-10-53,0.010121,556
2024-07-10_15-40-53,0.010153,399
2024-07-10_15-54-07,0.010142,293
2024-07-11_14-13-12,0.010193,488
2024-07-11_14-05-35,0.010275,430
2024-07-11_14-17-18,0.010166,403
2024-07-10_15-53-12,0.010125,297
2024-07-11_14-06-07,0.010158,436
2024-07-10_15-51-45,0.010132,283
2024-07-10_15-38-54,0.010205,451
2024-07-10_15-51-21,0.010166,328
2024-07-11_14-04-22,0.010137,541
2024-07-11_14-17-59,0.010254,338
2024-07-10_15-52-37,0.010201,288
2024-07-10_15-50-55,0.010173,319
2024-07-10_15-48-15,0.010137,323
2024-07-10_15-43-03,0.010141,319
2024-07-11_14-15-08,0.010141,400
2024-07-11_14-13-51,0.010136,439
2024-07-11_14-18-28,0.010118,377
2024-07-10_15-41-46,0.010186,404
2024-07-11_14-03-31,0.010148,492
2024-07-11_14-16-32,0.01487,426
2024-07-11_14-14-24,0.010118,407
2024-07-10_15-40-03,0.010123,507
2024-07-10_15-51-48,0.010127,315
2024-07-10_15-52-36,0.010105,282
2024-07-10_15-43-56,0.010119,355
2024-07-11_14-12-14,0.010115,473
2024-07-11_14-19-12,0.010118,351
2024-07-10_15-44-58,0.010163,371
2024-07-11_14-02-35,0.010166,580
2024-07-11_14-10-53,0.010191,556
2024-07-10_15-40-53,0.010135,399
2024-07-10_15-54-07,0.010115,292
2024-07-11_14-13-12,0.010116,489
2024-07-11_14-05-35,0.010121,431
2024-07-11_14-17-18,0.010179,403
2024-07-10_15-53-12,0.010168,297
2024-07-11_14-06-07,0.010127,436
2024-07-10_15-51-45,0.010111,282
2024-07-10_15-38-54,0.010161,453
2024-07-10_15-51-21,0.010183,329
2024-07-11_14-04-22,0.010109,540
2024-07-11_14-17-59,0.010142,339
2024-07-10_15-52-37,0.010125,287
2024-07-10_15-50-55,0.010123,319
2024-07-10_15-48-15,0.010143,323
2024-07-10_15-43-03,0.010111,320
2024-07-11_14-15-08,0.010135,401
2024-07-11_14-13-51,0.010205,441
2024-07-11_14-18-28,0.010191,380
2024-07-10_15-41-46,0.010131,404
2024-07-11_14-03-31,0.010146,491
2024-07-11_14-16-32,0.014878,426
2024-07-11_14-14-24,0.010143,407
2024-07-10_15-40-03,0.010145,507
2024-07-10_15-51-48,0.010113,316
2024-07-10_15-52-36,0.010145,282
2024-07-10_15-43-56,0.010153,355
2024-07-11_14-12-14,0.010231,473
2024-07-11_14-19-12,0.010159,350
2024-07-10_15-44-58,0.010122,372
2024-07-11_14-02-35,0.010158,580
2024-07-11_14-10-53,0.010145,555
2024-07-10_15-40-53,0.01014,398
2024-07-10_15-54-07,0.01011,292
2024-07-11_14-13-12,0.010132,490
2024-07-11_14-05-35,0.010127,430
2024-07-11_14-17-18,0.010136,404
2024-07-10_15-53-12,0.010149,296
2024-07-11_14-06-07,0.010144,436
2024-07-10_15-51-45,0.010137,282
2024-07-10_15-38-54,0.010113,452
2024-07-10_15-51-21,0.010183,329
2024-07-11_14-04-22,0.010155,541
2024-07-11_14-17-59,0.010163,339
2024-07-10_15-52-37,0.010168,288
2024-07-10_15-50-55,0.010189,319
2024-07-10_15-48-15,0.010311,323
2024-07-10_15-43-03,0.010181,318
2024-07-11_14-15-08,0.010173,400
2024-07-11_14-13-51,0.010155,442
2024-07-11_14-18-28,0.010174,378
2024-07-10_15-41-46,0.010197,405
2024-07-11_14-03-31,0.010193,490
2024-07-11_14-16-32,0.014938,428
2024-07-11_14-14-24,0.0104,406
2024-07-10_15-40-03,0.010244,507
2024-07-10_15-51-48,0.010155,315
2024-07-10_15-52-36,0.010259,281
2024-07-10_15-43-56,0.010165,355
2024-07-11_14-12-14,0.010179,473
2024-07-11_14-19-12,0.010156,350
2024-07-10_15-44-58,0.010144,373
2024-07-11_14-02-35,0.010167,579
2024-07-11_14-10-53,0.010194,556
2024-07-10_15-40-53,0.01014,399
2024-07-10_15-54-07,0.010153,293
2024-07-11_14-13-12,0.010164,489
2024-07-11_14-05-35,0.010155,428
2024-07-11_14-17-18,0.010142,403
2024-07-10_15-53-12,0.010156,296
2024-07-11_14-06-07,0.010195,436
2024-07-10_15-51-45,0.010185,282
2024-07-10_15-38-54,0.010191,449
2024-07-10_15-51-21,0.010166,328
2024-07-11_14-04-22,0.010208,540
2024-07-11_14-17-59,0.010276,338
2024-07-10_15-52-37,0.010294,288
2024-07-10_15-50-55,0.010211,321
2024-07-10_15-48-15,0.01021,323
2024-07-10_15-43-03,0.010212,319
2024-07-11_14-15-08,0.010234,403
2024-07-11_14-13-51,0.010194,443
2024-07-11_14-18-28,0.010165,377
2024-07-10_15-41-46,0.010247,403
2024-07-11_14-03-31,0.010171,492
2024-07-11_14-16-32,0.01486,429
2024-07-11_14-14-24,0.010158,407
2024-07-10_15-40-03,0.01012,507
2024-07-10_15-51-48,0.010158,317
2024-07-10_15-52-36,0.010114,281
2024-07-10_15-43-56,0.010165,355
2024-07-11_14-12-14,0.010141,472
2024-07-11_14-19-12,0.010324,350
2024-07-10_15-44-58,0.010187,374
2024-07-11_14-02-35,0.010178,579
2024-07-11_14-10-53,0.010139,555
2024-07-10_15-40-53,0.010146,399
2024-07-10_15-54-07,0.010119,293
2024-07-11_14-13-12,0.010172,488
2024-07-11_14-05-35,0.010171,431
2024-07-11_14-17-18,0.010227,404
2024-07-10_15-53-12,0.010212,297
2024-07-11_14-06-07,0.010208,436
2024-07-10_15-51-45,0.010179,285
2024-07-10_15-38-54,0.010226,449
2024-07-10_15-51-21,0.010135,328
2024-07-11_14-04-22,0.010215,541
2024-07-11_14-17-59,0.010136,338
2024-07-10_15-52-37,0.010145,288
2024-07-10_15-50-55,0.010124,319
2024-07-10_15-48-15,0.010165,323
2024-07-10_15-43-03,0.010158,321
2024-07-11_14-15-08,0.010167,400
2024-07-11_14-13-51,0.010127,441
2024-07-11_14-18-28,0.010118,377
2024-07-10_15-41-46,0.010138,405
2024-07-11_14-03-31,0.010132,491
2024-07-11_14-16-32,0.014901,428
2024-07-11_14-14-24,0.010153,408
2024-07-10_15-40-03,0.010117,507
2024-07-10_15-51-48,0.01023,317
2024-07-10_15-52-36,0.010142,280
2024-07-10_15-43-56,0.01014,354
2024-07-11_14-12-14,0.010211,472
2024-07-11_14-19-12,0.010134,351
2024-07-10_15-44-58,0.010128,372
2024-07-11_14-02-35,0.01016,581
2024-07-11_14-10-53,0.010138,558
2024-07-10_15-40-53,0.010144,399
2024-07-10_15-54-07,0.010145,293
2024-07-11_14-13-12,0.010222,489
2024-07-11_14-05-35,0.010239,429
2024-07-11_14-17-18,0.010111,403
2024-07-10_15-53-12,0.010151,297
2024-07-11_14-06-07,0.010175,435
2024-07-10_15-51-45,0.010131,282
2024-07-10_15-38-54,0.010132,451
2024-07-10_15-51-21,0.010142,327
2024-07-11_14-04-22,0.010102,540
2024-07-11_14-17-59,0.010138,338
2024-07-10_15-52-37,0.01016,288
2024-07-10_15-50-55,0.010143,319
2024-07-10_15-48-15,0.010123,323
2024-07-10_15-43-03,0.010115,319
2024-07-11_14-15-08,0.010166,401
2024-07-11_14-13-51,0.010155,441
2024-07-11_14-18-28,0.010156,379
2024-07-10_15-41-46,0.01012,405
2024-07-11_14-03-31,0.010122,492
2024-07-11_14-16-32,0.014937,426
2024-07-11_14-14-24,0.010136,407
2024-07-10_15-40-03,0.010177,507
2024-07-10_15-51-48,0.010153,316
2024-07-10_15-52-36,0.010129,283
2024-07-10_15-43-56,0.010131,355
2024-07-11_14-12-14,0.010154,472
2024-07-11_14-19-12,0.010146,351
2024-07-10_15-44-58,0.010182,372
2024-07-11_14-02-35,0.010132,579
2024-07-11_14-10-53,0.010122,555
2024-07-10_15-40-53,0.010149,399
2024-07-10_15-54-07,0.010133,292
2024-07-11_14-13-12,0.010164,489
2024-07-11_14-05-35,0.010147,431
2024-07-11_14-17-18,0.01019,403
2024-07-10_15-53-12,0.010188,297
2024-07-11_14-06-07,0.010168,436
2024-07-10_15-51-45,0.010171,283
2024-07-10_15-38-54,0.010227,451
2024-07-10_15-51-21,0.010216,328
2024-07-11_14-04-22,0.010154,541
2024-07-11_14-17-59,0.01012,339
2024-07-10_15-52-37,0.010156,288
2024-07-10_15-50-55,0.01014,319
2024-07-10_15-48-15,0.010138,321
2024-07-10_15-43-03,0.010128,319
2024-07-11_14-15-08,0.01015,400
2024-07-11_14-13-51,0.010137,441
2024-07-11_14-18-28,0.010156,379
2024-07-10_15-41-46,0.010116,405
2024-07-11_14-03-31,0.010133,491
2024-07-11_14-16-32,0.014997,426
2024-07-11_14-14-24,0.010206,406
2024-07-10_15-40-03,0.010144,507
2024-07-10_15-51-48,0.01014,317
2024-07-10_15-52-36,0.010162,283
2024-07-10_15-43-56,0.010179,355
2024-07-11_14-12-14,0.010185,472
2024-07-11_14-19-12,0.010168,350
2024-07-10_15-44-58,0.010391,374
2024-07-11_14-02-35,0.010173,580
2024-07-11_14-10-53,0.010148,556
2024-07-10_15-40-53,0.010172,399
2024-07-10_15-54-07,0.010212,292
2024-07-11_14-13-12,0.010143,488
2024-07-11_14-05-35,0.010382,429
2024-07-11_14-17-18,0.010177,403
2024-07-10_15-53-12,0.010209,298
2024-07-11_14-06-07,0.010211,436
2024-07-10_15-51-45,0.010205,282
2024-07-10_15-38-54,0.010201,450
2024-07-10_15-51-21,0.010221,328
2024-07-11_14-04-22,0.01015,541
2024-07-11_14-17-59,0.010162,339
2024-07-10_15-52-37,0.010149,287
2024-07-10_15-50-55,0.010153,320
2024-07-10_15-48-15,0.01014,323
2024-07-10_15-43-03,0.010213,318
2024-07-11_14-15-08,0.010228,402
2024-07-11_14-13-51,0.010163,444
2024-07-11_14-18-28,0.010165,378
2024-07-10_15-41-46,0.01014,403
2024-07-11_14-03-31,0.010159,490
2024-07-11_14-16-32,0.014911,426
2024-07-11_14-14-24,0.010189,406
2024-07-10_15-40-03,0.010172,507
2024-07-10_15-51-48,0.010138,318
2024-07-10_15-52-36,0.010199,283
2024-07-10_15-43-56,0.010204,355
2024-07-11_14-12-14,0.010429,472
2024-07-11_14-19-12,0.010397,351
2024-07-10_15-44-58,0.01032,374
2024-07-11_14-02-35,0.010235,579
2024-07-11_14-10-53,0.010246,555
2024-07-10_15-40-53,0.010222,399
2024-07-10_15-54-07,0.010217,293
2024-07-11_14-13-12,0.010267,489
2024-07-11_14-05-35,0.010223,431
2024-07-11_14-17-18,0.010243,404
2024-07-10_15-53-12,0.010232,296
2024-07-11_14-06-07,0.010238,436
2024-07-10_15-51-45,0.010208,283
2024-07-10_15-38-54,0.010258,451
2024-07-10_15-51-21,0.010217,328
2024-07-11_14-04-22,0.010256,540
2024-07-11_14-17-59,0.010256,339
2024-07-10_15-52-37,0.010253,288
2024-07-10_15-50-55,0.010249,319
2024-07-10_15-48-15,0.01024,322
2024-07-10_15-43-03,0.010235,318
2024-07-11_14-15-08,0.010264,401
2024-07-11_14-13-51,0.010269,440
2024-07-11_14-18-28,0.010275,378
2024-07-10_15-41-46,0.010255,404
2024-07-11_14-03-31,0.010243,490
2024-07-11_14-16-32,0.015186,427
2024-07-11_14-14-24,0.01025,409
2024-07-10_15-40-03,0.010236,507
2024-07-10_15-51-48,0.010213,316
2024-07-10_15-52-36,0.010224,281
2024-07-10_15-43-56,0.01022,355
2024-07-11_14-12-14,0.010238,472
2024-07-11_14-19-12,0.010238,351
2024-07-10_15-44-58,0.010245,371
2024-07-11_14-02-35,0.010282,579
2024-07-11_14-10-53,0.010248,557
2024-07-10_15-40-53,0.01024,398
2024-07-10_15-54-07,0.010273,292
2024-07-11_14-13-12,0.010288,490
2024-07-11_14-05-35,0.010234,431
2024-07-11_14-17-18,0.010265,403
2024-07-10_15-53-12,0.010381,297
2024-07-11_14-06-07,0.010273,436
2024-07-10_15-51-45,0.010224,283
2024-07-10_15-38-54,0.01026,450
2024-07-10_15-51-21,0.01031,329
2024-07-11_14-04-22,0.010205,541
2024-07-11_14-17-59,0.010231,338
2024-07-10_15-52-37,0.010247,288
2024-07-10_15-50-55,0.010233,318
2024-07-10_15-48-15,0.010228,322
2024-07-10_15-43-03,0.010204,319
2024-07-11_14-15-08,0.010233,403
2024-07-11_14-13-51,0.01021,441
2024-07-11_14-18-28,0.010206,379
2024-07-10_15-41-46,0.010323,404
2024-07-11_14-03-31,0.01023,492
2024-07-11_14-16-32,0.014998,427
2024-07-11_14-14-24,0.010242,406
2024-07-10_15-40-03,0.010247,507
2024-07-10_15-51-48,0.010329,317
2024-07-10_15-52-36,0.010273,282
2024-07-10_15-43-56,0.010328,354
2024-07-11_14-12-14,0.010237,472
2024-07-11_14-19-12,0.010226,351
2024-07-10_15-44-58,0.010251,372
2024-07-11_14-02-35,0.010236,581
2024-07-11_14-10-53,0.010251,558
2024-07-10_15-40-53,0.01026,399
2024-07-10_15-54-07,0.010226,292
2024-07-11_14-13-12,0.010261,490
2024-07-11_14-05-35,0.010246,431
2024-07-11_14-17-18,0.010245,403
2024-07-10_15-53-12,0.010307,296
2024-07-11_14-06-07,0.010271,436
2024-07-10_15-51-45,0.010283,281
2024-07-10_15-38-54,0.010293,452
2024-07-10_15-51-21,0.010233,327
2024-07-11_14-04-22,0.010243,540
2024-07-11_14-17-59,0.010375,339
2024-07-10_15-52-37,0.010216,288
2024-07-10_15-50-55,0.010225,320
2024-07-10_15-48-15,0.010237,323
2024-07-10_15-43-03,0.010226,319
2024-07-11_14-15-08,0.010255,401
2024-07-11_14-13-51,0.010237,438
2024-07-11_14-18-28,0.010227,378
2024-07-10_15-41-46,0.010305,405
2024-07-11_14-03-31,0.010246,491
2024-07-11_14-16-32,0.01512,426
2024-07-11_14-14-24,0.010305,407
2024-07-10_15-40-03,0.01029,506
2024-07-10_15-51-48,0.010289,316
2024-07-10_15-52-36,0.01031,282
2024-07-10_15-43-56,0.010287,355
2024-07-11_14-12-14,0.010257,473
2024-07-11_14-19-12,0.010271,350
2024-07-10_15-44-58,0.010251,370
2024-07-11_14-02-35,0.010246,580
2024-07-11_14-10-53,0.010281,555
2024-07-10_15-40-53,0.010329,400
2024-07-10_15-54-07,0.010258,294
2024-07-11_14-13-12,0.010261,489
2024-07-11_14-05-35,0.010247,429
2024-07-11_14-17-18,0.010239,403
2024-07-10_15-53-12,0.010259,298
2024-07-11_14-06-07,0.01023,437
2024-07-10_15-51-45,0.010243,282
2024-07-10_15-38-54,0.010264,451
2024-07-10_15-51-21,0.010325,329
2024-07-11_14-04-22,0.010305,541
2024-07-11_14-17-59,0.01034,339
2024-07-10_15-52-37,0.010311,288
2024-07-10_15-50-55,0.0103,319
2024-07-10_15-48-15,0.010339,322
2024-07-10_15-43-03,0.010283,318
2024-07-11_14-15-08,0.010306,402
2024-07-11_14-13-51,0.010257,438
2024-07-11_14-18-28,0.010295,378
2024-07-10_15-41-46,0.010285,405
2024-07-11_14-03-31,0.010286,491
2024-07-11_14-16-32,0.015098,427
2024-07-11_14-14-24,0.010262,407
2024-07-10_15-40-03,0.010284,507
2024-07-10_15-51-48,0.010206,316
2024-07-10_15-52-36,0.010197,282
2024-07-10_15-43-56,0.010203,354
2024-07-11_14-12-14,0.010186,472
2024-07-11_14-19-12,0.010238,350
2024-07-10_15-44-58,0.010216,372
2024-07-11_14-02-35,0.010219,580
2024-07-11_14-10-53,0.010233,556
2024-07-10_15-40-53,0.010224,399
2024-07-10_15-54-07,0.010203,292
2024-07-11_14-13-12,0.010232,489
2024-07-11_14-05-35,0.010221,431
2024-07-11_14-17-18,0.01023,403
2024-07-10_15-53-12,0.010245,296
2024-07-11_14-06-07,0.010299,436
2024-07-10_15-51-45,0.010221,284
2024-07-10_15-38-54,0.010215,449
2024-07-10_15-51-21,0.010227,328
2024-07-11_14-04-22,0.010248,541
2024-07-11_14-17-59,0.010242,339
2024-07-10_15-52-37,0.010283,289
2024-07-10_15-50-55,0.010279,319
2024-07-10_15-48-15,0.010222,323
2024-07-10_15-43-03,0.010239,318
2024-07-11_14-15-08,0.010247,401
2024-07-11_14-13-51,0.010213,444
2024-07-11_14-18-28,0.010205,379
2024-07-10_15-41-46,0.010205,403
2024-07-11_14-03-31,0.010413,491
2024-07-11_14-16-32,0.015118,426
2024-07-11_14-14-24,0.010223,406
2024-07-10_15-40-03,0.010304,507
2024-07-10_15-51-48,0.010237,315
2024-07-10_15-52-36,0.010259,282
2024-07-10_15-43-56,0.010284,355
2024-07-11_14-12-14,0.010283,473
2024-07-11_14-19-12,0.010242,351
2024-07-10_15-44-58,0.010319,374
2024-07-11_14-02-35,0.010239,579
2024-07-11_14-10-53,0.010234,554
2024-07-10_15-40-53,0.01024,399
2024-07-10_15-54-07,0.010232,292
2024-07-11_14-13-12,0.010225,489
2024-07-11_14-05-35,0.010219,431
2024-07-11_14-17-18,0.010242,403
2024-07-10_15-53-12,0.010241,297
2024-07-11_14-06-07,0.01025,436
2024-07-10_15-51-45,0.010231,283
2024-07-10_15-38-54,0.010229,451
2024-07-10_15-51-21,0.010289,327
2024-07-11_14-04-22,0.01028,540
2024-07-11_14-17-59,0.010255,339
2024-07-10_15-52-37,0.010376,288
2024-07-10_15-50-55,0.010242,319
2024-07-10_15-48-15,0.010232,322
2024-07-10_15-43-03,0.010234,319
2024-07-11_14-15-08,0.010235,401
2024-07-11_14-13-51,0.010252,442
2024-07-11_14-18-28,0.010242,377
2024-07-10_15-41-46,0.010214,405
2024-07-11_14-03-31,0.010223,491
2024-07-11_14-16-32,0.015055,427
2024-07-11_14-14-24,0.010255,407
2024-07-10_15-40-03,0.010294,507
2024-07-10_15-51-48,0.010243,317
2024-07-10_15-52-36,0.010224,284
2024-07-10_15-43-56,0.01027,354
2024-07-11_14-12-14,0.010242,472
2024-07-11_14-19-12,0.010259,351
2024-07-10_15-44-58,0.010341,371
2024-07-11_14-02-35,0.010243,579
2024-07-11_14-10-53,0.010252,555
2024-07-10_15-40-53,0.010239,399
2024-07-10_15-54-07,0.010234,292
2024-07-11_14-13-12,0.010433,489
2024-07-11_14-05-35,0.010221,430
2024-07-11_14-17-18,0.010239,403
2024-07-10_15-53-12,0.010208,297
2024-07-11_14-06-07,0.010219,436
2024-07-10_15-51-45,0.010248,283
2024-07-10_15-38-54,0.010251,450
2024-07-10_15-51-21,0.010254,329
2024-07-11_14-04-22,0.010278,539
2024-07-11_14-17-59,0.010302,339
2024-07-10_15-52-37,0.010286,288
2024-07-10_15-50-55,0.010246,321
2024-07-10_15-48-15,0.01024,323
2024-07-10_15-43-03,0.010245,319
2024-07-11_14-15-08,0.010253,402
2024-07-11_14-13-51,0.010248,443
2024-07-11_14-18-28,0.010285,380
2024-07-10_15-41-46,0.010229,404
2024-07-11_14-03-31,0.010221,491
2024-07-11_14-16-32,0.015057,426
2024-07-11_14-14-24,0.010273,406
2024-07-10_15-40-03,0.010292,507
2024-07-10_15-51-48,0.010298,317
2024-07-10_15-52-36,0.010263,283
2024-07-10_15-43-56,0.010253,355
2024-07-11_14-12-14,0.010343,473
2024-07-11_14-19-12,0.01029,351
2024-07-10_15-44-58,0.010354,372
2024-07-11_14-02-35,0.01025,581
2024-07-11_14-10-53,0.010261,553
2024-07-10_15-40-53,0.010256,399
2024-07-10_15-54-07,0.010295,293
2024-07-11_14-13-12,0.010309,489
2024-07-11_14-05-35,0.010288,431
2024-07-11_14-17-18,0.010277,403
2024-07-10_15-53-12,0.010279,297
2024-07-11_14-06-07,0.010261,436
2024-07-10_15-51-45,0.010232,283
2024-07-10_15-38-54,0.01028,452
2024-07-10_15-51-21,0.010259,327
2024-07-11_14-04-22,0.010308,540
2024-07-11_14-17-59,0.010299,339
2024-07-10_15-52-37,0.010251,288
2024-07-10_15-50-55,0.010279,319
2024-07-10_15-48-15,0.010255,323
2024-07-10_15-43-03,0.010474,319
2024-07-11_14-15-08,0.010273,401
2024-07-11_14-13-51,0.010246,443
2024-07-11_14-18-28,0.010275,378
2024-07-10_15-41-46,0.010301,405
2024-07-11_14-03-31,0.010281,490
2024-07-11_14-16-32,0.015106,426
2024-07-11_14-14-24,0.0103,406
2024-07-10_15-40-03,0.010277,507
2024-07-10_15-51-48,0.010227,316
2024-07-10_15-52-36,0.010217,282
2024-07-10_15-43-56,0.010223,354
2024-07-11_14-12-14,0.010301,472
2024-07-11_14-19-12,0.010299,351
2024-07-10_15-44-58,0.010228,371
2024-07-11_14-02-35,0.010249,580
2024-07-11_14-10-53,0.010209,558
2024-07-10_15-40-53,0.010213,398
2024-07-10_15-54-07,0.010249,293
2024-07-11_14-13-12,0.010249,489
2024-07-11_14-05-35,0.010234,428
2024-07-11_14-17-18,0.010231,403
2024-07-10_15-53-12,0.010249,297
2024-07-11_14-06-07,0.010251,436
2024-07-10_15-51-45,0.010242,283
2024-07-10_15-38-54,0.010252,449
2024-07-10_15-51-21,0.010346,328
2024-07-11_14-04-22,0.010227,540
2024-07-11_14-17-59,0.010235,339
2024-07-10_15-52-37,0.010218,288
2024-07-10_15-50-55,0.010257,319
2024-07-10_15-48-15,0.010231,323
2024-07-10_15-43-03,0.01026,319
2024-07-11_14-15-08,0.010227,403
2024-07-11_14-13-51,0.010236,442
2024-07-11_14-18-28,0.010232,378
2024-07-10_15-41-46,0.01023,403
2024-07-11_14-03-31,0.010225,490
2024-07-11_14-16-32,0.015129,429
2024-07-11_14-14-24,0.010207,409
2024-07-10_15-40-03,0.010258,508
2024-07-10_15-51-48,0.010238,317
2024-07-10_15-52-36,0.010304,282
2024-07-10_15-43-56,0.010274,355
2024-07-11_14-12-14,0.010261,473
2024-07-11_14-19-12,0.010285,351
2024-07-10_15-44-58,0.010489,371
2024-07-11_14-02-35,0.010229,579
2024-07-11_14-10-53,0.010238,555
2024-07-10_15-40-53,0.010278,400
2024-07-10_15-54-07,0.010328,292
2024-07-11_14-13-12,0.010288,488
2024-07-11_14-05-35,0.010255,431
2024-07-11_14-17-18,0.010199,403
2024-07-10_15-53-12,0.010258,297
2024-07-11_14-06-07,0.01024,436
2024-07-10_15-51-45,0.010227,284
2024-07-10_15-38-54,0.010226,451
2024-07-10_15-51-21,0.010255,328
2024-07-11_14-04-22,0.010239,541
2024-07-11_14-17-59,0.010202,339
2024-07-10_15-52-37,0.010232,288
2024-07-10_15-50-55,0.010224,319
2024-07-10_15-48-15,0.010246,325
2024-07-10_15-43-03,0.010202,318
2024-07-11_14-15-08,0.01021,403
2024-07-11_14-13-51,0.010209,442
2024-07-11_14-18-28,0.010413,379
2024-07-10_15-41-46,0.010222,404
2024-07-11_14-03-31,0.010275,493
2024-07-11_14-16-32,0.015011,427
2024-07-11_14-14-24,0.01031,407
2024-07-10_15-40-03,0.010246,507
2024-07-10_15-51-48,0.010243,315
2024-07-10_15-52-36,0.010198,283
2024-07-10_15-43-56,0.010202,355
2024-07-11_14-12-14,0.010207,474
2024-07-11_14-19-12,0.010209,351
2024-07-10_15-44-58,0.010225,371
2024-07-11_14-02-35,0.010244,580
2024-07-11_14-10-53,0.010219,555
2024-07-10_15-40-53,0.010217,398
2024-07-10_15-54-07,0.010231,293
2024-07-11_14-13-12,0.01023,491
2024-07-11_14-05-35,0.01024,430
2024-07-11_14-17-18,0.010259,403
2024-07-10_15-53-12,0.01021,297
2024-07-11_14-06-07,0.010316,436
2024-07-10_15-51-45,0.010235,283
2024-07-10_15-38-54,0.010207,450
2024-07-10_15-51-21,0.010211,329
2024-07-11_14-04-22,0.010224,541
2024-07-11_14-17-59,0.010234,339
2024-07-10_15-52-37,0.010296,287
2024-07-10_15-50-55,0.010233,320
2024-07-10_15-48-15,0.010208,322
2024-07-10_15-43-03,0.0102,318
2024-07-11_14-15-08,0.010219,402
2024-07-11_14-13-51,0.010188,439
2024-07-11_14-18-28,0.010213,378
2024-07-10_15-41-46,0.0102,404
2024-07-11_14-03-31,0.010221,492
2024-07-11_14-16-32,0.015025,426
2024-07-11_14-14-24,0.010235,406
2024-07-10_15-40-03,0.010275,507
2024-07-10_15-51-48,0.010249,316
2024-07-10_15-52-36,0.010257,283
2024-07-10_15-43-56,0.010257,354
2024-07-11_14-12-14,0.010247,472
2024-07-11_14-19-12,0.01024,351
2024-07-10_15-44-58,0.010256,371
2024-07-11_14-02-35,0.01025,580
2024-07-11_14-10-53,0.010243,556
2024-07-10_15-40-53,0.010248,399
2024-07-10_15-54-07,0.010255,293
2024-07-11_14-13-12,0.010266,489
2024-07-11_14-05-35,0.010257,430
2024-07-11_14-17-18,0.010217,403
2024-07-10_15-53-12,0.010268,296
2024-07-11_14-06-07,0.010272,436
2024-07-10_15-51-45,0.010255,283
2024-07-10_15-38-54,0.010265,452
2024-07-10_15-51-21,0.010402,329
2024-07-11_14-04-22,0.010305,541
2024-07-11_14-17-59,0.010294,339
2024-07-10_15-52-37,0.010312,288
2024-07-10_15-50-55,0.01024,319
2024-07-10_15-48-15,0.010253,321
2024-07-10_15-43-03,0.010242,318
2024-07-11_14-15-08,0.010262,400
2024-07-11_14-13-51,0.010251,442
2024-07-11_14-18-28,0.010241,378
2024-07-10_15-41-46,0.010278,404
2024-07-11_14-03-31,0.010245,490
2024-07-11_14-16-32,0.014967,426
2024-07-11_14-14-24,0.010211,409
2024-07-10_15-40-03,0.010226,507
2024-07-10_15-51-48,0.010231,317
2024-07-10_15-52-36,0.010235,284
2024-07-10_15-43-56,0.01028,355
2024-07-11_14-12-14,0.010238,472
2024-07-11_14-19-12,0.010317,351
2024-07-10_15-44-58,0.010327,373
2024-07-11_14-02-35,0.010229,579
2024-07-11_14-10-53,0.010197,554
2024-07-10_15-40-53,0.010207,399
2024-07-10_15-54-07,0.010248,291
2024-07-11_14-13-12,0.010245,488
2024-07-11_14-05-35,0.010233,431
2024-07-11_14-17-18,0.010235,403
2024-07-10_15-53-12,0.010216,297
2024-07-11_14-06-07,0.010233,436
2024-07-10_15-51-45,0.010381,284
2024-07-10_15-38-54,0.010251,451
2024-07-10_15-51-21,0.010213,328
2024-07-11_14-04-22,0.010232,540
2024-07-11_14-17-59,0.010238,339
2024-07-10_15-52-37,0.01024,288
2024-07-10_15-50-55,0.010267,319
2024-07-10_15-48-15,0.0103,323
2024-07-10_15-43-03,0.010285,319
2024-07-11_14-15-08,0.010253,401
2024-07-11_14-13-51,0.010242,441
2024-07-11_14-18-28,0.010242,379
2024-07-10_15-41-46,0.01021,404
2024-07-11_14-03-31,0.010223,492
2024-07-11_14-16-32,0.015016,427
2024-07-11_14-14-24,0.01023,406
2024-07-10_15-40-03,0.010214,507
2024-07-10_15-51-48,0.010236,317
2024-07-10_15-52-36,0.010223,282
2024-07-10_15-43-56,0.010245,355
2024-07-11_14-12-14,0.010241,472
2024-07-11_14-19-12,0.010274,351
2024-07-10_15-44-58,0.010306,372
2024-07-11_14-02-35,0.010258,579
2024-07-11_14-10-53,0.010202,556
2024-07-10_15-40-53,0.010204,399
2024-07-10_15-54-07,0.010315,292
