2024-07-10_15-54-07,Model_Inference,0.002930,fp16,298
2024-07-11_14-13-12,Model_Inference,0.002948,fp16,488
2024-07-11_14-05-35,Model_Inference,0.002936,fp16,435
2024-07-11_14-17-18,Model_Inference,0.002936,fp16,400
2024-07-10_15-53-12,Model_Inference,0.002935,fp16,294
2024-07-11_14-06-07,Model_Inference,0.002948,fp16,436
2024-07-10_15-51-45,Model_Inference,0.002933,fp16,281
2024-07-10_15-38-54,Model_Inference,0.002958,fp16,450
2024-07-10_15-51-21,Model_Inference,0.002945,fp16,319
2024-07-11_14-04-22,Model_Inference,0.002991,fp16,539
2024-07-11_14-17-59,Model_Inference,0.002974,fp16,340
2024-07-10_15-52-37,Model_Inference,0.002933,fp16,294
2024-07-10_15-50-55,Model_Inference,0.002949,fp16,321
2024-07-10_15-48-15,Model_Inference,0.002919,fp16,324
2024-07-10_15-43-03,Model_Inference,0.002929,fp16,318
2024-07-11_14-15-08,Model_Inference,0.002963,fp16,401
2024-07-11_14-13-51,Model_Inference,0.002969,fp16,437
2024-07-11_14-18-28,Model_Inference,0.002962,fp16,378
2024-07-10_15-41-46,Model_Inference,0.002942,fp16,404
2024-07-11_14-03-31,Model_Inference,0.002949,fp16,487
demo,Model_Inference,0.002965,fp16,376
demo,Model_Inference,0.002991,fp16,376
demo,Model_Inference,0.002934,fp16,376
demo,Model_Inference,0.002942,fp16,376
demo,Model_Inference,0.002984,fp16,376
demo,Model_Inference,0.002930,fp16,376
frame_0,Model_Inference,0.003010,fp16,601
frame_50,Model_Inference,0.002937,fp16,600
frame_100,Model_Inference,0.002976,fp16,627
frame_150,Model_Inference,0.002953,fp16,546
frame_200,Model_Inference,0.002947,fp16,526
frame_250,Model_Inference,0.002965,fp16,521
frame_300,Model_Inference,0.002975,fp16,556
frame_350,Model_Inference,0.002960,fp16,511
frame_400,Model_Inference,0.002980,fp16,461
frame_0,Model_Inference,0.003014,fp16,582
frame_50,Model_Inference,0.002935,fp16,570
frame_100,Model_Inference,0.002945,fp16,544
frame_150,Model_Inference,0.002943,fp16,598
frame_200,Model_Inference,0.002943,fp16,637
frame_250,Model_Inference,0.003012,fp16,641
frame_300,Model_Inference,0.002946,fp16,595
frame_350,Model_Inference,0.002960,fp16,583
frame_400,Model_Inference,0.002969,fp16,590
frame_450,Model_Inference,0.002990,fp16,551
frame_500,Model_Inference,0.002995,fp16,576
frame_550,Model_Inference,0.002969,fp16,544
frame_600,Model_Inference,0.002955,fp16,527
frame_0,Model_Inference,0.002996,fp16,516
frame_50,Model_Inference,0.002942,fp16,413
frame_100,Model_Inference,0.002951,fp16,383
frame_150,Model_Inference,0.002953,fp16,380
frame_200,Model_Inference,0.002966,fp16,379
frame_250,Model_Inference,0.002924,fp16,445
frame_300,Model_Inference,0.002933,fp16,444
frame_350,Model_Inference,0.002983,fp16,490
frame_0,Model_Inference,0.003000,fp16,600
